"winner";"rated";"turns";"victory_status";"white_rating";"black_rating";"opening_ply";"matchtime";"increment";"ECO";"firstmove";"firstresponse";"diffELO";"king.moves";"queen.moves";"rook.moves";"knight.moves";"bishop.moves";"takes";"w.castle";"b.castle";"checks";"material"
"white";1;59;"mate";1500;1299;7;7;2;"C";"Usual";"Usual";271.988587291795;1;5;1;-3;-6;0;"castle";"castle";-1;0
"white";1;111;"mate";1288;1232;3;7;2;"B";"Usual";"Unusual";70.9586674892042;-22;-3;18;5;5;3;"castle";"castle";7;16
"black";1;28;"resign";1289;2108;9;7;2;"C";"Usual";"Usual";-1259.31986428131;0;2;0;0;0;-2;"castle";"castle";-1;9
"white";0;101;"outoftime";1431;1289;6;7;2;"C";"Usual";"Usual";188.690931523751;2;6;-13;14;-8;2;"castle";"no castle";3;4
"white";0;15;"mate";1806;1289;7;7;2;"C";"Usual";"Usual";746.795496607033;0;3;0;-1;1;0;"no castle";"no castle";0;0
"white";0;42;"resign";1289;1311;5;7;2;"C";"Usual";"Usual";-28.4194941394201;-1;2;0;-2;5;3;"castle";"no castle";3;1
"black";0;118;"resign";1431;1289;3;7;2;"A";"Unusual";"Unusual";188.690931523751;8;0;4;4;-13;-3;"castle";"castle";-1;11
"black";0;34;"resign";1289;1484;6;7;2;"C";"Usual";"Usual";-262.305675508945;-2;0;3;1;-3;-2;"castle";"castle";1;2
"black";0;60;"resign";1289;1810;5;7;2;"A";"Usual";"Usual";-753.216224552745;7;-1;0;5;-4;-2;"no castle";"castle";-3;-14
"black";0;66;"resign";1806;1289;5;7;2;"C";"Usual";"Usual";746.795496607033;2;0;-8;0;9;1;"castle";"no castle";-2;2
"white";0;21;"outoftime";1289;1500;5;5;8;"C";"Usual";"Usual";-284.869524984577;0;0;0;0;0;2;"castle";"no castle";0;0
"white";1;73;"mate";1409;1297;8;15;1;"C";"Usual";"Usual";148.342998149291;-4;3;3;2;-1;4;"castle";"castle";4;5
"white";1;159;"mate";1280;1485;6;15;1;"C";"Usual";"Usual";-275.251388032079;-21;11;18;-4;-4;1;"castle";"castle";4;10
"white";0;74;"resign";1280;1211;4;15;0;"B";"Usual";"Unusual";86.8140037014189;-14;8;-1;1;12;9;"no castle";"no castle";5;9
"black";0;28;"mate";1211;1280;3;15;0;"A";"Unusual";"Unusual";-86.8140037014189;0;-2;1;1;-1;-3;"no castle";"no castle";1;3
"black";1;112;"mate";1281;1765;6;10;0;"C";"Usual";"Usual";-691.812461443553;21;-3;4;1;-19;-5;"castle";"castle";-6;-10
"black";1;104;"resign";1288;1454;4;15;1;"C";"Usual";"Usual";-221.708821714991;4;-1;-3;4;-2;-2;"castle";"castle";0;-3
"black";1;40;"mate";1560;1270;5;15;1;"D";"Unusual";"Usual";395.194324491055;0;-1;2;-2;0;-3;"castle";"castle";0;-2
"black";1;44;"mate";1274;1534;4;15;1;"B";"Usual";"Usual";-352.547809993831;1;0;-1;2;1;2;"castle";"castle";-1;-1
"black";1;60;"mate";1614;1238;5;10;0;"D";"Unusual";"Usual";514.94139420111;1;-8;4;-1;3;-8;"castle";"no castle";-6;-7
"white";1;37;"mate";1221;1417;11;10;0;"C";"Usual";"Usual";-255.489204194941;-5;4;0;-4;5;0;"no castle";"no castle";7;-2
"black";1;88;"outoftime";1222;1732;7;10;0;"B";"Usual";"Usual";-714.503392967304;4;-4;-2;11;-4;-5;"castle";"no castle";-6;4
"white";1;113;"mate";1232;1234;7;10;0;"C";"Usual";"Usual";-2.50092535471931;-5;7;-3;5;-1;1;"no castle";"castle";0;15
"white";1;55;"mate";1240;1219;8;20;5;"C";"Usual";"Usual";26.2143738433066;-2;9;-5;-1;2;0;"no castle";"no castle";2;7
"white";1;135;"mate";1590;1600;5;10;0;"A";"Unusual";"Unusual";-14.7378161628624;-22;5;15;2;-9;3;"castle";"castle";9;-4
"white";1;97;"outoftime";1500;1358;6;10;0;"C";"Usual";"Usual";194.735348550278;-1;9;-1;-6;1;-3;"castle";"castle";-1;2
"black";0;33;"resign";1384;1325;2;10;2;"B";"Usual";"Unusual";78.1995681677977;0;2;2;-2;0;-1;"castle";"no castle";1;9
"black";0;29;"resign";1384;1265;3;30;0;"A";"Unusual";"Usual";155.522208513263;0;0;0;0;0;0;"castle";"castle";-1;-2
"black";0;55;"resign";1384;1950;2;2;10;"A";"Unusual";"Usual";-859.300431832202;3;-4;4;-2;-3;-4;"no castle";"castle";-4;14
"white";1;91;"resign";1377;1249;4;20;10;"B";"Usual";"Unusual";166.376310919186;-3;-4;4;-6;9;3;"castle";"castle";-3;8
"white";1;53;"resign";1375;1389;4;9;0;"C";"Usual";"Usual";-18.793337446021;0;2;0;2;-3;0;"castle";"castle";2;-6
"white";1;49;"mate";1378;1361;5;10;2;"C";"Usual";"Usual";22.6893892658853;-3;5;1;-2;-2;3;"castle";"no castle";5;1
"black";1;48;"mate";1261;1371;4;10;2;"B";"Usual";"Usual";-143.183220234423;2;-1;1;2;1;-3;"no castle";"castle";-3;1
"black";1;20;"resign";1380;1429;4;10;9;"B";"Usual";"Usual";-66.4568167797656;0;1;0;-3;4;-1;"no castle";"no castle";-1;0
"white";1;87;"mate";1369;1368;6;10;0;"C";"Usual";"Usual";1.33405305367057;-4;1;1;9;-7;2;"no castle";"castle";0;12
"white";1;11;"resign";1290;1371;9;10;0;"C";"Usual";"Usual";-106.159469463294;0;0;0;-1;2;0;"no castle";"no castle";0;0
"white";1;24;"resign";1361;1383;1;6;7;"A";"Unusual";"Unusual";-29.3966687230105;0;2;0;-1;1;2;"no castle";"no castle";3;1
"white";1;23;"resign";1217;1399;4;15;15;"A";"Unusual";"Unusual";-236.00493522517;0;1;0;-4;0;1;"no castle";"no castle";-2;-4
"white";1;81;"mate";1387;1447;5;15;30;"C";"Usual";"Usual";-81.838371375694;-9;7;-2;6;2;-2;"castle";"castle";9;3
"black";0;34;"resign";1474;1387;2;20;0;"B";"Usual";"Unusual";119.390191239975;-1;3;1;-5;-3;0;"no castle";"no castle";0;1
"white";1;103;"mate";1377;1351;4;15;2;"C";"Unusual";"Unusual";34.6132017273288;-10;5;3;12;-7;3;"castle";"no castle";7;3
"black";1;29;"resign";1389;1339;4;30;10;"C";"Usual";"Usual";66.5638494756323;0;-5;0;6;0;0;"no castle";"no castle";0;-1
"black";0;22;"resign";1389;1400;4;30;15;"C";"Usual";"Usual";-14.8510178901912;0;0;0;0;1;0;"no castle";"no castle";2;-1
"white";0;38;"resign";1849;1389;5;10;0;"C";"Usual";"Usual";684.750154225786;0;-2;0;3;0;2;"castle";"castle";0;-1
"black";1;46;"mate";1395;1378;9;8;0;"C";"Usual";"Usual";22.8676742751388;0;0;-2;-1;3;-2;"castle";"castle";0;3
"white";1;23;"outoftime";1370;1257;6;5;5;"C";"Usual";"Usual";146.913942011104;1;-1;0;2;2;1;"no castle";"no castle";1;0
"white";1;31;"resign";1360;1332;5;10;3;"B";"Usual";"Unusual";36.9648365206663;-1;0;1;0;1;-1;"castle";"no castle";3;6
"white";0;51;"resign";1311;1360;4;10;0;"C";"Usual";"Usual";-64.3710672424429;5;-2;-1;1;0;2;"no castle";"castle";-4;-21
"white";0;87;"mate";1714;1360;6;20;0;"C";"Usual";"Usual";509.052436767428;-9;0;1;10;-1;6;"castle";"castle";5;3
"white";1;31;"mate";1354;1217;5;45;30;"C";"Usual";"Usual";175.75046267736;0;0;-1;2;1;2;"no castle";"no castle";1;-1
"black";1;38;"resign";1245;1346;5;15;15;"D";"Unusual";"Usual";-130.190931523751;6;-1;-2;-7;0;-4;"no castle";"castle";-8;-8
"white";0;43;"resign";1346;1099;6;10;4;"C";"Usual";"Usual";307.264342998149;-5;4;0;4;0;6;"castle";"no castle";5;-2
"white";1;105;"resign";1336;1287;4;9;2;"A";"Unusual";"Usual";63.6455891425046;-7;6;-3;-2;0;2;"castle";"no castle";2;9
"white";0;87;"outoftime";1580;1555;2;10;0;"A";"Unusual";"Unusual";36.4204194941394;-10;8;-2;0;0;4;"castle";"castle";7;-6
"black";0;36;"mate";1555;1580;6;10;0;"B";"Usual";"Usual";-36.4204194941394;0;-1;0;-5;1;-1;"no castle";"castle";-2;0
"black";1;38;"resign";1649;1547;6;6;6;"C";"Usual";"Usual";150.514497223936;-1;1;0;-4;4;0;"castle";"castle";1;10
"black";1;110;"resign";1426;1527;3;8;0;"C";"Usual";"Usual";-141.468537939543;3;6;3;-7;6;0;"castle";"castle";-1;-2
"black";1;48;"resign";1557;1547;8;15;0;"C";"Usual";"Usual";14.4725478099938;1;-2;0;-5;3;-1;"castle";"castle";-2;-3
"white";0;95;"mate";1557;1607;5;5;8;"E";"Unusual";"Usual";-73.2880937692782;-12;5;0;6;4;4;"castle";"castle";12;12
"black";0;70;"mate";1607;1557;1;5;8;"A";"Unusual";"Unusual";73.2880937692782;0;-1;1;3;-3;0;"castle";"castle";0;1
"white";0;42;"resign";1557;1632;7;10;0;"B";"Usual";"Usual";-110.510487353485;0;-1;0;4;2;-1;"castle";"castle";0;1
"white";1;177;"outoftime";1535;1609;11;10;3;"C";"Usual";"Usual";-108.009870450339;-25;19;7;-3;0;2;"castle";"castle";27;5
"black";1;114;"mate";1713;1558;2;10;2;"A";"Unusual";"Unusual";232.308760024676;7;-13;-2;8;-1;-3;"no castle";"castle";-3;-11
"white";1;57;"resign";1497;1730;2;10;2;"B";"Usual";"Unusual";-346.050277606416;0;-1;-2;4;0;1;"castle";"castle";0;-7
"white";1;57;"resign";1437;1552;5;7;3;"C";"Usual";"Usual";-162.355027760642;0;5;-3;2;-2;2;"castle";"castle";2;-1
"white";1;29;"mate";1513;1456;5;7;3;"B";"Usual";"Usual";80.1199876619371;-2;-3;0;3;5;1;"castle";"no castle";2;3
"black";1;70;"resign";1355;1478;7;10;0;"C";"Usual";"Usual";-167.730721776681;8;-1;-8;1;-1;-1;"no castle";"castle";-3;-12
"white";1;97;"mate";1638;1614;6;10;0;"C";"Usual";"Usual";35.8297347316471;-7;4;0;9;-1;5;"castle";"no castle";2;5
"white";1;99;"resign";1613;1934;11;6;5;"B";"Usual";"Unusual";-508.431523750771;-3;2;-2;2;5;2;"castle";"no castle";6;0
"black";0;74;"resign";1865;1613;5;10;0;"D";"Unusual";"Usual";393.779148673658;0;-1;0;5;-3;0;"castle";"castle";3;2
"black";1;48;"mate";1776;1587;2;8;0;"D";"Unusual";"Usual";288.630166563849;6;-3;0;-4;-1;-1;"no castle";"castle";-6;-3
"white";1;77;"mate";1568;1593;6;15;0;"C";"Usual";"Usual";-36.6209130166564;-5;0;5;3;-3;2;"castle";"castle";4;5
"black";1;80;"resign";1605;1546;6;15;0;"B";"Usual";"Unusual";86.2433682911783;-3;2;8;-8;-1;-3;"castle";"castle";2;-4
"white";1;35;"resign";1518;1709;5;8;0;"B";"Usual";"Unusual";-283.672115977791;0;0;1;1;0;1;"castle";"castle";1;-2
"white";1;33;"resign";1728;1527;8;10;0;"D";"Unusual";"Usual";300.260024676126;0;2;1;1;1;2;"castle";"castle";0;-1
"white";1;87;"mate";1515;1379;4;10;0;"B";"Usual";"Unusual";188.017273288094;-13;14;-4;4;1;4;"castle";"no castle";14;-6
"black";1;40;"resign";1538;1501;4;10;0;"B";"Usual";"Unusual";52.8066008636644;0;4;-1;-6;0;-4;"castle";"castle";0;-1
"black";1;54;"resign";1511;1516;4;10;0;"D";"Unusual";"Usual";-7.11752004935225;-7;0;2;4;5;0;"castle";"no castle";4;6
"black";1;67;"resign";1464;1495;9;10;0;"C";"Usual";"Usual";-43.4784083898828;7;-5;-5;7;0;-2;"castle";"castle";-6;4
"white";1;21;"mate";1470;1475;4;10;0;"C";"Usual";"Usual";-6.99105490438001;-4;3;0;2;2;2;"no castle";"no castle";6;-5
"black";1;14;"mate";1490;1440;6;10;0;"C";"Usual";"Usual";69.6792103639729;0;-2;0;1;0;2;"no castle";"no castle";0;0
"white";0;71;"resign";1611;1974;18;15;15;"D";"Unusual";"Unusual";-579.210055521283;1;-1;3;0;-1;4;"no castle";"castle";-3;-12
"black";1;72;"outoftime";1611;1945;8;10;0;"E";"Unusual";"Usual";-529.949413942011;1;-1;-3;-3;4;0;"castle";"castle";-1;-8
"black";1;62;"resign";1584;1611;5;10;0;"A";"Unusual";"Unusual";-39.8337446020975;4;-3;1;1;0;-1;"no castle";"castle";-5;1
"black";1;48;"resign";1942;1611;1;10;0;"A";"Unusual";"Unusual";524.883096853794;5;-2;3;-5;-2;-3;"castle";"no castle";-7;1
"black";1;6;"outoftime";1217;1611;6;10;2;"C";"Usual";"Usual";-536.676125848242;0;0;0;0;0;0;"no castle";"no castle";0;0
"white";1;72;"resign";1611;1478;4;15;15;"B";"Unusual";"Usual";191.869524984577;-4;-1;0;2;0;5;"no castle";"castle";4;12
"black";1;40;"mate";1486;1552;5;15;15;"C";"Usual";"Usual";-94.1752004935225;1;2;0;-1;-2;-1;"no castle";"castle";-2;-2
"white";1;29;"mate";1453;1496;2;15;15;"B";"Usual";"Unusual";-60.1761258482418;0;2;0;-1;1;2;"castle";"no castle";0;-1
"white";1;44;"resign";1340;1326;2;15;15;"A";"Unusual";"Unusual";18.3701418877236;-3;4;0;-4;4;-1;"castle";"no castle";3;-3
"white";1;59;"mate";1532;1500;3;10;0;"C";"Usual";"Usual";45.6014805675509;-2;7;-3;6;-5;7;"castle";"no castle";7;-17
"white";1;115;"resign";1560;1557;6;10;0;"C";"Usual";"Usual";4.35379395434917;-14;8;9;-2;-4;4;"no castle";"castle";12;11
"black";1;70;"resign";1571;1577;2;10;0;"A";"Unusual";"Unusual";-8.7649599012955;-3;2;0;-2;1;0;"no castle";"no castle";0;3
"black";1;36;"resign";1580;1617;2;10;0;"A";"Unusual";"Unusual";-54.6098087600247;1;3;1;-2;-2;-2;"no castle";"castle";-2;-4
"white";1;83;"resign";1531;1593;7;10;0;"C";"Usual";"Usual";-90.1122763726095;-1;-2;12;-8;-4;1;"no castle";"castle";2;17
"white";1;43;"resign";1743;1604;6;10;0;"C";"Usual";"Usual";211.586983343615;-1;-6;2;5;2;-2;"castle";"castle";0;6
"white";1;89;"resign";1604;1614;8;10;0;"C";"Usual";"Usual";-14.8241826033313;-6;17;-3;-15;0;2;"castle";"castle";5;0
"black";1;96;"resign";1550;1605;3;10;0;"D";"Unusual";"Usual";-80.46421961752;0;-5;8;-5;4;2;"castle";"castle";-3;5
"black";0;116;"mate";1630;1605;8;10;0;"C";"Usual";"Usual";37.191548426897;0;-2;6;-18;14;2;"castle";"castle";-3;-11
"black";0;78;"mate";1475;1605;1;15;0;"A";"Unusual";"Unusual";-187.180752621838;7;-1;-8;0;-1;-4;"castle";"castle";-6;-4
"white";0;77;"mate";1605;1475;1;15;0;"A";"Unusual";"Unusual";187.180752621838;-5;0;0;-1;1;1;"castle";"castle";6;5
"black";0;70;"mate";1475;1605;3;15;0;"C";"Usual";"Usual";-187.180752621838;5;-1;4;-7;-1;-4;"no castle";"castle";-4;-7
"white";0;27;"resign";1570;1605;7;10;0;"C";"Usual";"Usual";-51.4204194941394;-2;1;0;2;1;3;"no castle";"no castle";2;-3
"black";0;102;"resign";1605;1500;1;10;0;"A";"Unusual";"Unusual";151.994139420111;2;-2;-1;0;3;0;"castle";"castle";-3;-14
"white";0;21;"resign";1500;1605;9;10;0;"C";"Usual";"Usual";-151.994139420111;-2;1;0;1;0;1;"no castle";"no castle";3;0
"white";0;33;"resign";1605;1500;1;10;0;"A";"Unusual";"Unusual";151.994139420111;-1;1;0;2;-1;2;"castle";"no castle";1;-5
"black";0;74;"resign";1513;1605;5;10;0;"C";"Usual";"Usual";-133.5447254781;8;-1;1;-8;2;-1;"castle";"castle";-6;-8
"white";1;65;"resign";1790;1874;1;25;5;"A";"Unusual";"Unusual";-136.078963602714;-3;-1;6;3;0;2;"castle";"castle";1;-11
"white";1;81;"resign";1864;1805;5;25;5;"B";"Usual";"Usual";95.6702652683528;-1;-4;5;0;-1;1;"castle";"castle";2;-10
"black";1;45;"resign";1496;1861;3;25;5;"A";"Unusual";"Usual";-556.731955582973;1;1;0;-3;1;-2;"castle";"castle";-1;-1
"white";1;52;"resign";1851;1853;8;25;5;"C";"Usual";"Usual";-3.26465144972239;-1;-2;7;-3;-1;0;"castle";"no castle";1;0
"white";1;51;"resign";1861;1863;4;10;0;"B";"Unusual";"Unusual";-3.27698951264651;0;1;4;-2;0;0;"castle";"castle";0;4
"black";1;20;"resign";1620;1607;1;10;0;"A";"Unusual";"Unusual";19.3075262183837;0;-2;0;1;3;-1;"no castle";"no castle";-2;-4
"black";1;50;"mate";1621;1496;5;10;0;"B";"Usual";"Usual";181.408081431215;1;-5;2;7;-3;-1;"castle";"castle";-2;6
"black";1;98;"resign";1633;1581;5;10;0;"C";"Usual";"Usual";77.0215916101172;1;-1;1;6;0;0;"castle";"castle";-2;-6
"black";1;106;"mate";1623;1623;6;10;0;"C";"Usual";"Usual";0;10;-6;-3;3;-4;-2;"castle";"castle";0;-4
"white";1;19;"resign";1612;1614;5;10;0;"C";"Usual";"Usual";-2.9697717458359;-1;1;0;-2;2;1;"no castle";"no castle";0;2
"white";1;22;"resign";1605;1624;8;10;0;"C";"Usual";"Usual";-28.230413325108;0;-1;0;2;0;1;"castle";"castle";0;0
"black";1;69;"resign";1631;1684;4;10;0;"B";"Usual";"Usual";-80.1539173349784;3;-4;9;2;-7;-1;"castle";"no castle";-6;-5
"black";1;34;"mate";1636;1619;8;10;0;"C";"Usual";"Usual";25.395126465145;3;-6;0;1;-3;-3;"castle";"no castle";-4;-1
"black";1;40;"mate";1613;1617;8;10;0;"C";"Usual";"Usual";-5.94447871684146;0;-1;0;0;-1;-4;"castle";"castle";-3;8
"black";1;108;"resign";1627;1495;6;10;0;"C";"Usual";"Usual";191.770512029611;1;-4;-12;7;8;0;"castle";"castle";0;5
"white";1;27;"resign";1480;1643;3;10;0;"C";"Usual";"Usual";-236.8578038248;0;5;-1;3;-1;0;"no castle";"no castle";0;-2
"white";1;63;"resign";1631;1652;5;10;0;"B";"Usual";"Usual";-31.5518198642813;1;-2;0;3;-1;3;"castle";"castle";0;-2
"white";1;31;"resign";1687;1641;5;10;0;"C";"Usual";"Usual";69.7520049352252;0;-3;0;-1;1;1;"castle";"castle";0;0
"white";1;71;"resign";1630;1638;6;10;0;"C";"Usual";"Usual";-11.9827267119062;-4;9;-3;-5;0;4;"castle";"castle";1;-9
"black";1;92;"mate";1414;1624;6;10;0;"C";"Usual";"Usual";-299.648365206663;10;-11;2;1;-1;-2;"castle";"castle";-12;1
"white";1;47;"mate";1619;1419;7;10;0;"C";"Usual";"Usual";285.379395434917;1;-6;2;0;5;4;"castle";"no castle";0;1
"black";1;56;"resign";1629;1659;5;10;0;"C";"Usual";"Usual";-45.1202961135102;-1;0;-2;3;-1;-1;"castle";"no castle";0;12
"white";1;48;"resign";1649;1639;3;10;0;"C";"Usual";"Usual";15.0400987045034;-1;-2;0;8;0;2;"castle";"castle";2;1
"black";1;124;"resign";1677;1627;1;10;0;"A";"Unusual";"Unusual";75.4472547809994;0;-3;9;-4;1;-2;"no castle";"castle";2;-16
"white";1;49;"mate";1705;1636;8;10;0;"C";"Usual";"Usual";104.904688463911;-7;3;2;2;1;-2;"no castle";"no castle";6;2
"black";1;64;"resign";1647;1635;13;10;0;"B";"Usual";"Usual";18.0259099321407;-1;-1;-1;-2;3;3;"castle";"castle";-3;2
"white";1;29;"resign";1637;1627;7;10;0;"C";"Usual";"Usual";14.9660703269587;0;0;0;1;-3;1;"castle";"no castle";0;-1
"white";1;45;"resign";1626;1631;5;10;0;"C";"Usual";"Usual";-7.47223935842073;0;1;0;-5;1;2;"castle";"no castle";1;-14
"black";1;96;"resign";1602;1615;6;10;0;"C";"Usual";"Usual";-19.2674275138803;-3;-1;7;0;1;-3;"castle";"no castle";4;-2
"black";1;92;"resign";1634;1603;3;10;0;"C";"Usual";"Usual";46.1366440468846;4;-13;5;2;8;-2;"castle";"castle";-1;-11
"black";1;40;"mate";1611;1591;9;10;0;"C";"Usual";"Usual";29.5496607032696;1;0;3;-2;-5;-1;"castle";"castle";-1;4
"white";1;123;"mate";1579;1623;19;10;0;"C";"Usual";"Usual";-65.0092535471931;-15;11;-1;0;4;3;"castle";"no castle";15;-1
"white";1;129;"mate";1995;1581;4;10;0;"A";"Unusual";"Unusual";659.43738433066;-14;3;12;2;-10;2;"castle";"castle";7;32
"black";1;120;"mate";1589;1569;9;10;0;"D";"Unusual";"Usual";29.2782233189389;-2;0;14;-1;-4;-1;"castle";"castle";4;-16
"white";1;97;"mate";1559;1557;3;10;0;"C";"Usual";"Usual";2.90191239975324;4;13;-15;3;1;2;"castle";"castle";-5;6
"white";1;60;"resign";1546;1571;2;10;0;"A";"Unusual";"Usual";-36.2816162862431;-1;-3;-5;7;-1;4;"castle";"castle";1;-5
"white";1;57;"resign";1550;1567;6;10;0;"B";"Usual";"Usual";-24.6714990746453;-3;8;-6;-2;3;-1;"castle";"no castle";2;-2
"white";1;38;"resign";1560;1419;5;5;7;"B";"Unusual";"Unusual";198.626465144972;-3;4;-3;-1;2;2;"no castle";"no castle";3;5
"white";1;111;"resign";1840;1564;8;8;0;"C";"Usual";"Usual";424.98210980876;5;-1;4;1;-8;0;"castle";"castle";1;0
"black";1;119;"resign";1660;1549;4;10;0;"A";"Unusual";"Usual";164.240283775447;12;-1;-12;0;10;-3;"castle";"castle";-2;0
"white";1;33;"mate";1534;1678;5;10;0;"C";"Usual";"Usual";-213.201727328809;-2;4;-1;2;0;1;"castle";"castle";1;-1
"white";1;32;"resign";1789;1538;6;10;0;"E";"Unusual";"Usual";380.525909932141;0;0;0;1;0;0;"castle";"castle";0;0
"black";1;96;"resign";1841;1921;8;15;0;"C";"Usual";"Usual";-132.017273288094;3;2;2;-2;2;-4;"castle";"castle";2;-5
"black";1;64;"resign";1629;1887;3;8;2;"D";"Unusual";"Unusual";-406.1789019124;-1;-1;-2;-3;5;0;"castle";"castle";2;-6
"black";1;10;"resign";1860;1712;7;5;5;"C";"Usual";"Usual";235.558297347316;0;-1;0;1;1;-1;"no castle";"no castle";0;1
"white";1;85;"resign";1500;1568;4;20;8;"A";"Unusual";"Usual";-97.6582356570019;-3;1;5;2;-1;1;"castle";"castle";5;11
"black";1;40;"resign";1780;2132;10;10;0;"B";"Usual";"Usual";-597.162245527452;0;4;-1;1;-2;-2;"castle";"castle";0;3
"black";1;58;"resign";966;1124;2;10;0;"B";"Usual";"Unusual";-179.248611967921;2;-5;-2;-1;2;-6;"no castle";"castle";-4;-3
"black";1;26;"outoftime";884;951;2;15;15;"A";"Unusual";"Unusual";-70.7405922270204;0;0;0;-2;-1;-1;"no castle";"castle";0;3
"black";1;118;"mate";971;1149;3;10;0;"B";"Unusual";"Unusual";-203.58544108575;22;-3;-8;3;-4;-4;"no castle";"no castle";-5;-20
"white";1;11;"mate";1238;985;1;15;15;"A";"Unusual";"Unusual";297.403763109192;0;2;0;-1;1;-1;"no castle";"no castle";0;0
"white";1;95;"mate";1107;961;4;10;0;"B";"Unusual";"Unusual";164.644046884639;-18;10;0;7;-1;4;"castle";"no castle";9;9
"black";1;37;"resign";974;1129;3;10;0;"D";"Unusual";"Usual";-176.466687230105;2;-3;1;-3;-2;-2;"no castle";"no castle";-2;-3
"white";1;101;"mate";1203;970;3;10;2;"C";"Usual";"Usual";270.300123380629;-20;1;21;2;4;5;"castle";"no castle";14;12
"black";1;80;"outoftime";998;937;5;10;0;"C";"Usual";"Usual";66.2871684145589;5;-6;2;-2;0;-2;"no castle";"castle";-6;-5
"black";1;78;"resign";1016;1126;1;10;0;"A";"Unusual";"Unusual";-126.55768044417;9;-7;3;-1;0;-4;"no castle";"castle";-2;0
"black";1;42;"mate";1047;1151;4;10;0;"D";"Unusual";"Usual";-121.450956199877;3;-2;-2;-3;-1;1;"no castle";"castle";-2;-2
"black";1;8;"outoftime";998;1016;6;10;0;"C";"Usual";"Usual";-19.9987661937076;0;0;0;-1;-1;0;"no castle";"no castle";0;0
"white";1;101;"outoftime";1127;1044;3;10;0;"C";"Usual";"Usual";96.2359654534238;-12;3;21;0;-10;0;"no castle";"no castle";10;17
"white";1;65;"outoftime";1020;1200;3;10;0;"D";"Unusual";"Usual";-211.425046267736;7;-1;-6;-3;5;-3;"no castle";"castle";-9;-13
"black";1;60;"mate";1069;1071;4;10;0;"D";"Unusual";"Usual";-2.29981492905614;2;2;1;4;-4;-2;"no castle";"no castle";2;7
"black";1;44;"resign";1115;1223;4;10;0;"D";"Unusual";"Usual";-130.785934608267;1;-1;1;-3;-2;-6;"no castle";"no castle";-2;7
"black";1;20;"resign";1190;1213;4;10;0;"D";"Unusual";"Usual";-28.3136952498458;0;-2;0;-1;3;-3;"no castle";"no castle";-2;3
"white";1;41;"resign";1337;1337;3;10;0;"C";"Usual";"Usual";0;0;-1;0;5;0;2;"castle";"castle";0;6
"black";1;40;"resign";1500;1500;2;10;0;"B";"Usual";"Unusual";0;2;-1;1;-4;3;-5;"no castle";"castle";-2;-8
"white";1;27;"resign";1500;1571;7;25;25;"C";"Usual";"Usual";-102.032387415176;0;1;0;2;1;2;"no castle";"no castle";-1;0
"black";1;59;"resign";1367;1866;1;15;10;"A";"Unusual";"Unusual";-742.035471930907;-1;6;2;0;-6;-2;"castle";"castle";1;0
"white";1;19;"mate";1590;1373;2;10;0;"B";"Usual";"Unusual";304.616594694633;0;3;0;1;0;-1;"no castle";"castle";0;0
"black";1;50;"mate";1377;1667;1;10;0;"A";"Unusual";"Unusual";-414.336829117828;2;2;-3;-4;1;3;"no castle";"castle";-1;-4
"black";1;34;"resign";1558;1358;15;10;0;"C";"Usual";"Usual";277.853177051203;0;3;0;0;-1;-1;"castle";"castle";-1;-6
"white";1;15;"mate";1476;1367;2;5;8;"B";"Usual";"Unusual";148.975632325725;0;0;0;2;1;0;"no castle";"no castle";0;0
"black";1;52;"resign";1376;1469;1;5;8;"A";"Unusual";"Unusual";-127.16502159161;-1;-2;1;-3;0;0;"castle";"no castle";2;4
"white";1;65;"mate";1460;1386;2;5;8;"B";"Usual";"Unusual";101.207896360271;-6;5;4;0;-1;-3;"castle";"no castle";4;9
"white";1;67;"resign";1372;1408;5;10;0;"C";"Usual";"Usual";-48.5033929673041;7;-7;-1;4;0;0;"castle";"castle";-4;-18
"black";1;31;"resign";1373;2148;4;5;5;"B";"Usual";"Usual";-1221.30629241209;0;0;0;2;0;0;"castle";"castle";0;-1
"black";0;130;"mate";1500;1395;2;8;0;"C";"Usual";"Usual";145.192782233189;5;-3;1;6;-4;-3;"no castle";"castle";3;-15
"white";1;125;"mate";1382;1414;5;8;0;"C";"Usual";"Usual";-43.2720542874769;-24;14;0;5;-2;3;"castle";"castle";11;26
"black";1;76;"resign";1320;1400;3;15;5;"C";"Usual";"Usual";-106.304750154226;3;2;-5;6;-2;-3;"castle";"castle";-1;-6
"white";1;121;"resign";1383;1330;3;15;5;"A";"Unusual";"Usual";70.3124614435534;6;1;-2;1;-8;2;"castle";"no castle";-3;10
"white";0;53;"resign";1383;1242;3;30;0;"D";"Unusual";"Usual";183.230413325108;-2;2;2;0;0;3;"castle";"castle";1;-3
"black";1;116;"outoftime";1469;1357;9;16;0;"C";"Usual";"Usual";152.488587291795;-15;-1;7;16;-3;1;"castle";"castle";13;-3
"white";0;47;"resign";959;1357;4;25;0;"A";"Unusual";"Unusual";-479.269586674892;0;-1;0;5;-2;-3;"castle";"castle";2;2
"white";0;53;"resign";1357;959;3;25;0;"D";"Unusual";"Usual";479.269586674892;-8;9;0;-3;-1;8;"castle";"no castle";6;2
